id,date,hometeam,homescore,awayTeam,awayscore
52f2f66090a494841832882f,2010-11-23T05:00:00.000Z,Dallas Mavericks,88,Detroit Pistons,84
52f2f66090a4948418328830,2010-11-23T05:00:00.000Z,Indiana Pacers,100,Cleveland Cavaliers,89
52f2f66190a4948418328831,2010-11-23T05:00:00.000Z,Los Angeles Lakers,98,Chicago Bulls,91
52f2f66290a4948418328832,2010-11-23T05:00:00.000Z,New Jersey Nets,107,Atlanta Hawks,101
52f2f66390a4948418328833,2010-11-23T05:00:00.000Z,New York Knicks,110,Charlotte Bobcats,107
52f2f66390a4948418328834,2010-11-23T05:00:00.000Z,Washington Wizards,116,Philadelphia 76ers,114
52f2f66490a4948418328835,2010-11-24T05:00:00.000Z,Boston Celtics,89,New Jersey Nets,83
52f2f66690a4948418328837,2010-11-24T05:00:00.000Z,Cleveland Cavaliers,83,Milwaukee Bucks,81
52f2f66690a4948418328838,2010-11-24T05:00:00.000Z,Houston Rockets,111,Golden State Warriors,101
52f2f66790a4948418328839,2010-11-24T05:00:00.000Z,Memphis Grizzlies,105,Detroit Pistons,84
52f2f66990a494841832883c,2010-11-24T05:00:00.000Z,Orlando Magic,104,Miami Heat,95
52f2f66b90a494841832883e,2010-11-24T05:00:00.000Z,Toronto Raptors,106,Philadelphia 76ers,90
52f2f66c90a494841832883f,2010-11-24T05:00:00.000Z,Utah Jazz,105,New Orleans Hornets,87
52f2f66c90a4948418328840,2010-11-25T05:00:00.000Z,Atlanta Hawks,116,Washington Wizards,96
52f2f66d90a4948418328841,2010-11-25T05:00:00.000Z,Los Angeles Clippers,100,Sacramento Kings,82
52f2f66e90a4948418328842,2010-11-26T05:00:00.000Z,Boston Celtics,110,Toronto Raptors,101
52f2f66f90a4948418328843,2010-11-26T05:00:00.000Z,Charlotte Bobcats,99,Houston Rockets,89
52f2f66f90a4948418328844,2010-11-26T05:00:00.000Z,Denver Nuggets,98,Chicago Bulls,97
52f2f67090a4948418328845,2010-11-26T05:00:00.000Z,Detroit Pistons,103,Milwaukee Bucks,89
52f2f67290a4948418328847,2010-11-26T05:00:00.000Z,Memphis Grizzlies,116,Golden State Warriors,111
52f2f67290a4948418328848,2010-11-26T05:00:00.000Z,Miami Heat,99,Philadelphia 76ers,90
52f2f67390a4948418328849,2010-11-26T05:00:00.000Z,Orlando Magic,111,Cleveland Cavaliers,100
52f2f67490a494841832884a,2010-11-26T05:00:00.000Z,Phoenix Suns,116,Los Angeles Clippers,108
52f2f67690a494841832884d,2010-11-26T05:00:00.000Z,Utah Jazz,102,Los Angeles Lakers,96
52f2f67790a494841832884e,2010-11-27T05:00:00.000Z,Cleveland Cavaliers,92,Memphis Grizzlies,86
52f2f67890a494841832884f,2010-11-27T05:00:00.000Z,Dallas Mavericks,106,Miami Heat,95
52f2f67890a4948418328850,2010-11-27T05:00:00.000Z,Milwaukee Bucks,104,Charlotte Bobcats,101
52f2f67b90a4948418328853,2010-11-27T05:00:00.000Z,Philadelphia 76ers,102,New Jersey Nets,86
52f2f67d90a4948418328856,2010-11-28T05:00:00.000Z,Denver Nuggets,138,Phoenix Suns,133
52f2f67e90a4948418328858,2010-11-28T05:00:00.000Z,Houston Rockets,99,Oklahoma City Thunder,98
52f2f68290a494841832885b,2010-11-28T05:00:00.000Z,New Jersey Nets,98,Portland Trail Blazers,96
52f2f68490a494841832885e,2010-11-29T05:00:00.000Z,Dallas Mavericks,101,Houston Rockets,91
52f2f68590a494841832885f,2010-11-29T05:00:00.000Z,Miami Heat,105,Washington Wizards,94
52f2f68590a4948418328860,2010-11-29T05:00:00.000Z,Oklahoma City Thunder,95,New Orleans Hornets,89
52f2f68690a4948418328861,2010-11-29T05:00:00.000Z,Utah Jazz,109,Milwaukee Bucks,88
52f2f68890a4948418328864,2010-11-30T05:00:00.000Z,Memphis Grizzlies,98,Los Angeles Lakers,96
52f2f68990a4948418328865,2010-11-30T05:00:00.000Z,New York Knicks,111,New Jersey Nets,100
52f2f68a90a4948418328866,2010-11-30T05:00:00.000Z,Orlando Magic,90,Detroit Pistons,79
52f2f68b90a4948418328867,2010-11-30T05:00:00.000Z,Philadelphia 76ers,88,Portland Trail Blazers,79
52f2f68c90a4948418328869,2010-12-01T05:00:00.000Z,Atlanta Hawks,112,Memphis Grizzlies,109
52f2f68d90a494841832886a,2010-12-01T05:00:00.000Z,Boston Celtics,99,Portland Trail Blazers,95
52f2f68e90a494841832886c,2010-12-01T05:00:00.000Z,Dallas Mavericks,100,Minnesota Timberwolves,86
52f2f68f90a494841832886d,2010-12-01T05:00:00.000Z,Denver Nuggets,105,Milwaukee Bucks,94
52f2f69090a494841832886e,2010-12-01T05:00:00.000Z,Houston Rockets,109,Los Angeles Lakers,99
52f2f69190a494841832886f,2010-12-01T05:00:00.000Z,Los Angeles Clippers,90,San Antonio Spurs,85
52f2f69190a4948418328870,2010-12-01T05:00:00.000Z,Miami Heat,97,Detroit Pistons,72
52f2f69390a4948418328872,2010-12-01T05:00:00.000Z,New Orleans Hornets,89,Charlotte Bobcats,73
52f2f69490a4948418328873,2010-12-01T05:00:00.000Z,Toronto Raptors,127,Washington Wizards,108
52f2f69490a4948418328874,2010-12-01T05:00:00.000Z,Utah Jazz,110,Indiana Pacers,88
52f2f69690a4948418328877,2010-12-03T05:00:00.000Z,Atlanta Hawks,93,Philadelphia 76ers,88
52f2f69790a4948418328878,2010-12-03T05:00:00.000Z,Boston Celtics,104,Chicago Bulls,92
52f2f69890a4948418328879,2010-12-03T05:00:00.000Z,Charlotte Bobcats,91,New Jersey Nets,84
52f2f69990a494841832887a,2010-12-03T05:00:00.000Z,Denver Nuggets,109,Los Angeles Clippers,104
52f2f69a90a494841832887c,2010-12-03T05:00:00.000Z,Los Angeles Lakers,113,Sacramento Kings,80
52f2f69c90a494841832887f,2010-12-03T05:00:00.000Z,Phoenix Suns,105,Indiana Pacers,97
52f2f69d90a4948418328880,2010-12-03T05:00:00.000Z,San Antonio Spurs,107,Minnesota Timberwolves,101
52f2f69e90a4948418328881,2010-12-03T05:00:00.000Z,Toronto Raptors,111,Oklahoma City Thunder,99
52f2f69f90a4948418328883,2010-12-03T05:00:00.000Z,Washington Wizards,83,Portland Trail Blazers,79
52f2f6a090a4948418328884,2010-12-04T05:00:00.000Z,Chicago Bulls,119,Houston Rockets,116
52f2f6a190a4948418328885,2010-12-04T05:00:00.000Z,Miami Heat,89,Atlanta Hawks,77
52f2f6a190a4948418328886,2010-12-04T05:00:00.000Z,Milwaukee Bucks,96,Orlando Magic,85
52f2f6a290a4948418328887,2010-12-04T05:00:00.000Z,Minnesota Timberwolves,129,Cleveland Cavaliers,95
52f2f6a390a4948418328888,2010-12-04T05:00:00.000Z,Philadelphia 76ers,109,Charlotte Bobcats,91
52f2f6a490a494841832888a,2010-12-05T05:00:00.000Z,Denver Nuggets,108,Memphis Grizzlies,107
52f2f6a590a494841832888b,2010-12-05T05:00:00.000Z,Detroit Pistons,102,Cleveland Cavaliers,92
52f2f6a690a494841832888d,2010-12-05T05:00:00.000Z,Oklahoma City Thunder,114,Golden State Warriors,109
52f2f6a790a494841832888e,2010-12-05T05:00:00.000Z,Phoenix Suns,125,Washington Wizards,108
52f2f6a890a494841832888f,2010-12-05T05:00:00.000Z,Portland Trail Blazers,100,Los Angeles Clippers,91
52f2f6a990a4948418328890,2010-12-05T05:00:00.000Z,San Antonio Spurs,109,New Orleans Hornets,84
52f2f6aa90a4948418328892,2010-12-06T05:00:00.000Z,Chicago Bulls,99,Oklahoma City Thunder,90
52f2f6ab90a4948418328893,2010-12-06T05:00:00.000Z,Indiana Pacers,124,Toronto Raptors,100
52f2f6ab90a4948418328894,2010-12-06T05:00:00.000Z,Los Angeles Clippers,98,Sacramento Kings,91
52f2f6ad90a4948418328896,2010-12-06T05:00:00.000Z,New York Knicks,121,Minnesota Timberwolves,114
52f2f6bf90a4948418328898,2010-12-06T05:00:00.000Z,Utah Jazz,94,Memphis Grizzlies,85
52f2f6bf90a4948418328899,2010-12-07T05:00:00.000Z,Atlanta Hawks,116,New Jersey Nets,101
52f2f6c090a494841832889a,2010-12-07T05:00:00.000Z,Charlotte Bobcats,100,Denver Nuggets,98
52f2f6c190a494841832889b,2010-12-07T05:00:00.000Z,Dallas Mavericks,105,Golden State Warriors,100
52f2f6c190a494841832889c,2010-12-07T05:00:00.000Z,Houston Rockets,97,Detroit Pistons,83
52f2f6c290a494841832889d,2010-12-07T05:00:00.000Z,Los Angeles Lakers,115,Washington Wizards,108
52f2f6c390a494841832889e,2010-12-07T05:00:00.000Z,Philadelphia 76ers,117,Cleveland Cavaliers,97
52f2f6c490a494841832889f,2010-12-07T05:00:00.000Z,Portland Trail Blazers,106,Phoenix Suns,99
52f2f6c490a49484183288a0,2010-12-08T05:00:00.000Z,Boston Celtics,105,Denver Nuggets,89
52f2f6c790a49484183288a3,2010-12-08T05:00:00.000Z,Milwaukee Bucks,97,Indiana Pacers,95
52f2f6c890a49484183288a5,2010-12-08T05:00:00.000Z,New Orleans Hornets,93,Detroit Pistons,74
52f2f6c990a49484183288a6,2010-12-08T05:00:00.000Z,New York Knicks,113,Toronto Raptors,110
52f2f6ca90a49484183288a8,2010-12-08T05:00:00.000Z,Sacramento Kings,116,Washington Wizards,91
52f2f6cb90a49484183288a9,2010-12-08T05:00:00.000Z,San Antonio Spurs,111,Golden State Warriors,94
52f2f6cd90a49484183288ab,2010-12-09T05:00:00.000Z,Dallas Mavericks,102,New Jersey Nets,89
52f2f6ce90a49484183288ad,2010-12-09T05:00:00.000Z,Portland Trail Blazers,97,Orlando Magic,83
52f2f6cf90a49484183288ae,2010-12-10T05:00:00.000Z,Chicago Bulls,88,Los Angeles Lakers,84
52f2f6d090a49484183288b0,2010-12-10T05:00:00.000Z,Indiana Pacers,100,Charlotte Bobcats,92
52f2f6d190a49484183288b1,2010-12-10T05:00:00.000Z,Milwaukee Bucks,97,Houston Rockets,91
52f2f6d290a49484183288b2,2010-12-10T05:00:00.000Z,Minnesota Timberwolves,109,Detroit Pistons,99
52f2f6d490a49484183288b5,2010-12-10T05:00:00.000Z,San Antonio Spurs,108,Atlanta Hawks,92
52f2f6d590a49484183288b7,2010-12-10T05:00:00.000Z,Utah Jazz,117,Orlando Magic,105
52f2f6d790a49484183288b9,2010-12-11T05:00:00.000Z,Atlanta Hawks,97,Indiana Pacers,83
52f2f6d890a49484183288bb,2010-12-11T05:00:00.000Z,Chicago Bulls,113,Minnesota Timberwolves,82
52f2f6d990a49484183288bc,2010-12-11T05:00:00.000Z,Dallas Mavericks,103,Utah Jazz,97
52f2f6da90a49484183288be,2010-12-11T05:00:00.000Z,Houston Rockets,110,Cleveland Cavaliers,95
52f2f6de90a49484183288c3,2010-12-12T05:00:00.000Z,New York Knicks,129,Denver Nuggets,125
52f2f6df90a49484183288c4,2010-12-12T05:00:00.000Z,Oklahoma City Thunder,106,Cleveland Cavaliers,77
52f2f6e090a49484183288c5,2010-12-12T05:00:00.000Z,Philadelphia 76ers,88,New Orleans Hornets,70
52f2f6e090a49484183288c6,2010-12-12T05:00:00.000Z,San Antonio Spurs,95,Portland Trail Blazers,78
52f2f6e190a49484183288c7,2010-12-13T05:00:00.000Z,Chicago Bulls,92,Indiana Pacers,73
52f2f6e290a49484183288c9,2010-12-13T05:00:00.000Z,Memphis Grizzlies,86,Portland Trail Blazers,73
52f2f6e390a49484183288ca,2010-12-13T05:00:00.000Z,Miami Heat,96,New Orleans Hornets,84
52f2f6e490a49484183288cb,2010-12-13T05:00:00.000Z,Utah Jazz,108,Golden State Warriors,95
52f2f6e590a49484183288cc,2010-12-14T05:00:00.000Z,Charlotte Bobcats,97,Toronto Raptors,91
52f2f6e590a49484183288cd,2010-12-14T05:00:00.000Z,Denver Nuggets,111,Orlando Magic,94
52f2f6e690a49484183288ce,2010-12-14T05:00:00.000Z,Detroit Pistons,103,Atlanta Hawks,80
52f2f6e790a49484183288cf,2010-12-14T05:00:00.000Z,Golden State Warriors,108,Minnesota Timberwolves,99
52f2f6e890a49484183288d0,2010-12-14T05:00:00.000Z,Houston Rockets,118,Sacramento Kings,105
52f2f6ea90a49484183288d3,2010-12-15T05:00:00.000Z,Dallas Mavericks,103,Portland Trail Blazers,98
52f2f6eb90a49484183288d5,2010-12-15T05:00:00.000Z,Memphis Grizzlies,113,Charlotte Bobcats,80
52f2f6ec90a49484183288d6,2010-12-15T05:00:00.000Z,Miami Heat,101,Cleveland Cavaliers,95
52f2f6ed90a49484183288d7,2010-12-15T05:00:00.000Z,New Orleans Hornets,94,Sacramento Kings,91
52f2f6ee90a49484183288d9,2010-12-15T05:00:00.000Z,Oklahoma City Thunder,117,Houston Rockets,105
52f2f6ef90a49484183288da,2010-12-15T05:00:00.000Z,Philadelphia 76ers,105,Los Angeles Clippers,91
52f2f6f090a49484183288db,2010-12-15T05:00:00.000Z,Phoenix Suns,128,Minnesota Timberwolves,122
52f2f6f090a49484183288dc,2010-12-15T05:00:00.000Z,San Antonio Spurs,92,Milwaukee Bucks,90
52f2f6f290a49484183288de,2010-12-16T05:00:00.000Z,Boston Celtics,102,Atlanta Hawks,90
52f2f6f390a49484183288e0,2010-12-16T05:00:00.000Z,New Jersey Nets,97,Washington Wizards,89
52f2f6f490a49484183288e1,2010-12-17T05:00:00.000Z,Atlanta Hawks,90,Charlotte Bobcats,85
52f2f6f590a49484183288e2,2010-12-17T05:00:00.000Z,Dallas Mavericks,106,Phoenix Suns,91
52f2f6f690a49484183288e4,2010-12-17T05:00:00.000Z,Houston Rockets,103,Memphis Grizzlies,87
52f2f6f790a49484183288e5,2010-12-17T05:00:00.000Z,Indiana Pacers,108,Cleveland Cavaliers,99
52f2f6f890a49484183288e6,2010-12-17T05:00:00.000Z,New Orleans Hornets,100,Utah Jazz,71
52f2f6fb90a49484183288e8,2010-12-17T05:00:00.000Z,Oklahoma City Thunder,102,Sacramento Kings,87
52f2f6fc90a49484183288ea,2010-12-17T05:00:00.000Z,Portland Trail Blazers,107,Minnesota Timberwolves,102
52f2f6fd90a49484183288eb,2010-12-17T05:00:00.000Z,Toronto Raptors,98,New Jersey Nets,92
52f2f6fe90a49484183288ed,2010-12-18T05:00:00.000Z,Cleveland Cavaliers,109,New York Knicks,102
52f2f6ff90a49484183288ee,2010-12-18T05:00:00.000Z,Denver Nuggets,115,Minnesota Timberwolves,113
52f2f70190a49484183288f1,2010-12-18T05:00:00.000Z,Portland Trail Blazers,96,Golden State Warriors,95
52f2f70290a49484183288f2,2010-12-18T05:00:00.000Z,San Antonio Spurs,112,Memphis Grizzlies,106
52f2f70390a49484183288f4,2010-12-19T05:00:00.000Z,Boston Celtics,99,Indiana Pacers,88
52f2f70490a49484183288f5,2010-12-19T05:00:00.000Z,Detroit Pistons,111,New Orleans Hornets,108
52f2f70590a49484183288f6,2010-12-19T05:00:00.000Z,New Jersey Nets,89,Atlanta Hawks,82
52f2f70890a49484183288fa,2010-12-20T05:00:00.000Z,Atlanta Hawks,91,Orlando Magic,81
52f2f70a90a49484183288fd,2010-12-20T05:00:00.000Z,Indiana Pacers,94,New Orleans Hornets,93
52f2f70b90a49484183288fe,2010-12-20T05:00:00.000Z,Los Angeles Clippers,113,Minnesota Timberwolves,90
52f2f70c90a4948418328900,2010-12-20T05:00:00.000Z,Portland Trail Blazers,106,Milwaukee Bucks,80
52f2f70d90a4948418328901,2010-12-20T05:00:00.000Z,San Antonio Spurs,118,Phoenix Suns,110
52f2f70e90a4948418328902,2010-12-20T05:00:00.000Z,Washington Wizards,108,Charlotte Bobcats,75
52f2f70f90a4948418328904,2010-12-21T05:00:00.000Z,Chicago Bulls,121,Philadelphia 76ers,76
52f2f71390a4948418328909,2010-12-22T05:00:00.000Z,Atlanta Hawks,98,Cleveland Cavaliers,84
